"method","K","signal_prop","rho_est","power","fdp","rep"
"ORBIT_P",3,0.05,0.0011139287193407,0.88126159554731,0.0461847389558233,11
"DPM",4,0.05,NA,0.883116883116883,0.00833333333333333,11
"ORBIT_P",4,0.05,-0.00130745314369361,0.929499072356215,0.0511363636363636,11
"DPM",5,0.05,NA,0.890538033395176,0.0062111801242236,11
"ORBIT_P",5,0.05,-0.00327430742307069,0.942486085343228,0.048689138576779,11
"DPM",6,0.05,NA,0.916512059369202,0.00403225806451613,11
"ORBIT_P",6,0.05,-0.00150775323365091,0.966604823747681,0.0387453874538745,11
"DPM",7,0.05,NA,0.922077922077922,0.00200803212851406,11
"ORBIT_P",7,0.05,-0.00254085564153034,0.949907235621521,0.0536044362292052,11
"DPM",8,0.05,NA,0.912801484230056,0.00202839756592292,11
"ORBIT_P",8,0.05,-0.00291574172222395,0.966604823747681,0.0457875457875458,11
"DPM",9,0.05,NA,0.925788497217069,0,11
"ORBIT_P",9,0.05,-0.00197688772350992,0.962894248608534,0.0424354243542435,11
"DPM",10,0.05,NA,0.935064935064935,0,11
"ORBIT_P",10,0.05,-0.00106724367934437,0.97773654916512,0.0555555555555556,11
"DPM",11,0.05,NA,0.944341372912802,0,11
"ORBIT_P",11,0.05,-0.000997590295760267,0.981447124304267,0.0587188612099644,11
"DPM",12,0.05,NA,0.953617810760668,0,11
"ORBIT_P",12,0.05,-5.33499103873731e-06,0.990723562152134,0.0548672566371681,11
"DPM",13,0.05,NA,0.942486085343228,0,11
"ORBIT_P",13,0.05,8.41823701540774e-05,0.97773654916512,0.0470162748643761,11
"DPM",14,0.05,NA,0.959183673469388,0,11
"ORBIT_P",14,0.05,0.000318320889692566,0.99443413729128,0.0479573712255773,11
"DPM",15,0.05,NA,0.942486085343228,0,11
"ORBIT_P",15,0.05,0.000244998305518507,0.974025974025974,0.041970802919708,11
"DPM",16,0.05,NA,0.961038961038961,0,11
"ORBIT_P",16,0.05,0.00043680879454685,0.98886827458256,0.0448028673835125,11
"DPM",17,0.05,NA,0.966604823747681,0,11
"ORBIT_P",17,0.05,-0.000100684197274785,0.985157699443414,0.0483870967741935,11
"DPM",18,0.05,NA,0.959183673469388,0,11
"ORBIT_P",18,0.05,-0.000322962992213699,0.987012987012987,0.036231884057971,11
"DPM",19,0.05,NA,0.966604823747681,0,11
"ORBIT_P",19,0.05,-0.000714231011994817,0.97773654916512,0.0418181818181818,11
"DPM",20,0.05,NA,0.949907235621521,0,11
"ORBIT_P",20,0.05,-0.000483554291758065,0.985157699443414,0.0345454545454545,11
"DPM",2,0.1,NA,0.742574257425743,0.025974025974026,11
"ORBIT_P",2,0.1,0.00697865363224345,0.788118811881188,0.0409638554216867,11
"DPM",3,0.1,NA,0.858415841584158,0.0125284738041002,11
"ORBIT_P",3,0.1,-0.000687955946370602,0.901980198019802,0.0410526315789474,11
"DPM",4,0.1,NA,0.884158415841584,0.0143487858719647,11
"ORBIT_P",4,0.1,0.0014059840811537,0.925742574257426,0.0420081967213115,11
"DPM",5,0.1,NA,0.903960396039604,0.00760869565217391,11
"ORBIT_P",5,0.1,0.00137692587928736,0.948514851485148,0.0400801603206413,11
"DPM",6,0.1,NA,0.922772277227723,0.00639658848614072,11
"ORBIT_P",6,0.1,0.000359432807075478,0.96039603960396,0.0433925049309665,11
"DPM",7,0.1,NA,0.921782178217822,0.00214362272240086,11
"ORBIT_P",7,0.1,0.000615698697545182,0.967326732673267,0.035538005923001,11
"DPM",8,0.1,NA,0.941584158415842,0,11
"ORBIT_P",8,0.1,-0.000172270253177026,0.972277227722772,0.0372549019607843,11
"DPM",9,0.1,NA,0.951485148514851,0.00103950103950104,11
"ORBIT_P",9,0.1,-0.000352578249778536,0.984158415841584,0.0405405405405405,11
"DPM",10,0.1,NA,0.942574257425743,0,11
"ORBIT_P",10,0.1,0.00048519693451569,0.981188118811881,0.0397286821705426,11
"DPM",11,0.1,NA,0.942574257425743,0,11
"ORBIT_P",11,0.1,0.000646338138095213,0.974257425742574,0.0428015564202335,11
"DPM",12,0.1,NA,0.954455445544554,0,11
"ORBIT_P",12,0.1,0.000968240780584321,0.988118811881188,0.0422264875239923,11
"DPM",13,0.1,NA,0.953465346534653,0,11
"ORBIT_P",13,0.1,0.000482367225117198,0.987128712871287,0.0431861804222649,11
"DPM",14,0.1,NA,0.946534653465346,0,11
"ORBIT_P",14,0.1,0.000111194736339632,0.985148514851485,0.0395752895752896,11
"DPM",15,0.1,NA,0.953465346534653,0,11
"ORBIT_P",15,0.1,-7.55094980778228e-05,0.986138613861386,0.0441458733205374,11
"DPM",16,0.1,NA,0.968316831683168,0,11
"ORBIT_P",16,0.1,0.000248509944072001,0.99009900990099,0.0356798457087753,11
"DPM",17,0.1,NA,0.971287128712871,0,11
"ORBIT_P",17,0.1,-1.87662031287511e-05,0.988118811881188,0.0413064361191162,11
"DPM",18,0.1,NA,0.965346534653465,0,11
"ORBIT_P",18,0.1,-6.8360325357558e-05,0.987128712871287,0.0376447876447876,11
"DPM",19,0.1,NA,0.966336633663366,0,11
"ORBIT_P",19,0.1,-0.00024207748792892,0.99009900990099,0.0375360923965351,11
"DPM",20,0.1,NA,0.957425742574257,0,11
"ORBIT_P",20,0.1,-0.000169896951071872,0.983168316831683,0.0405797101449275,11
"DPM",2,0.2,NA,0.822620827105132,0.0207591933570581,11
"ORBIT_P",2,0.2,0.00563504221607991,0.855007473841555,0.0354131534569983,11
"DPM",3,0.2,NA,0.863477827603388,0.0114090131203651,11
"ORBIT_P",3,0.2,0.00291181818796257,0.899352267065272,0.0383590836441129,11
"DPM",4,0.2,NA,0.913801694070752,0.00650054171180932,11
"ORBIT_P",4,0.2,0.00147471446177976,0.954160438465371,0.0342914775592537,11
"DPM",5,0.2,NA,0.907324364723468,0.00382932166301969,11
"ORBIT_P",5,0.2,0.000188925627942031,0.948679621325361,0.0349721236695388,11
"DPM",6,0.2,NA,0.930244145490782,0.00160427807486631,11
"ORBIT_P",6,0.2,0.00214218654630282,0.968111609367215,0.0404938271604938,11
"DPM",7,0.2,NA,0.935724962630792,0.00159489633173844,11
"ORBIT_P",7,0.2,0.00204804778004368,0.975087194818137,0.0402157920549289,11
"DPM",8,0.2,NA,0.936721474838067,0.000531632110579479,11
"ORBIT_P",8,0.2,0.003631700782836,0.974090682610862,0.0388397246804326,11
"DPM",9,0.2,NA,0.948181365221724,0,11
"ORBIT_P",9,0.2,0.00266072821812544,0.98355754857997,0.0394160583941606,11
"DPM",10,0.2,NA,0.953662182361734,0.000522193211488251,11
"ORBIT_P",10,0.2,0.00230140397898982,0.982561036372696,0.0422535211267606,11
"DPM",11,0.2,NA,0.95615346287992,0.000520833333333333,11
"ORBIT_P",11,0.2,0.00102504582576658,0.985052316890882,0.0421511627906977,11
"DPM",12,0.2,NA,0.951669157947185,0.000523286237571952,11
"ORBIT_P",12,0.2,0.000792471147984968,0.98355754857997,0.0380116959064327,11
"DPM",13,0.2,NA,0.958644743398107,0,11
"ORBIT_P",13,0.2,0.00114214026561947,0.986048829098156,0.0407174018419777,11
"DPM",14,0.2,NA,0.954658694569008,0,11
"ORBIT_P",14,0.2,0.00137266539986763,0.985052316890882,0.0402912621359223,11
"DPM",15,0.2,NA,0.965620328849028,0,11
"ORBIT_P",15,0.2,0.000565542788466574,0.987543597409068,0.0438977327544621,11
"DPM",16,0.2,NA,0.962630792227205,0,11
"ORBIT_P",16,0.2,0.000890452714622325,0.986547085201794,0.0374331550802139,11
"DPM",17,0.2,NA,0.964125560538117,0,11
"ORBIT_P",17,0.2,0.000167455901995887,0.986048829098156,0.0397865114022319,11
"DPM",18,0.2,NA,0.966118584952666,0,11
"ORBIT_P",18,0.2,0.000208924290262197,0.990533134030892,0.0391493475108748,11
"DPM",19,0.2,NA,0.969606377678127,0,11
"ORBIT_P",19,0.2,0.00020962234724886,0.992027902341804,0.0427884615384615,11
"DPM",20,0.2,NA,0.96711509715994,0,11
"ORBIT_P",20,0.2,0.000717114204081697,0.991031390134529,0.04375,11
"DPM",2,0.5,NA,0.882551669316375,0.0137685987119698,11
"ORBIT_P",2,0.5,0.0100713971691512,0.910969793322735,0.0223928342930262,11
"DPM",3,0.5,NA,0.913155802861685,0.00798791018998273,11
"ORBIT_P",3,0.5,-0.0122711138759125,0.945349761526232,0.0246052901373795,11
"DPM",4,0.5,NA,0.933426073131955,0.00423998304006784,11
"ORBIT_P",4,0.5,-0.00335713802264754,0.96422893481717,0.0235459851076675,11
"DPM",5,0.5,NA,0.940381558028617,0.00147710487444609,11
"ORBIT_P",5,0.5,-0.00419962482076662,0.971581875993641,0.0227863282030782,11
"DPM",6,0.5,NA,0.952106518282989,0.00166701396124193,11
"ORBIT_P",6,0.5,-0.0010051587245547,0.981717011128776,0.0235224352638861,11
"DPM",7,0.5,NA,0.952702702702703,0.00145802957717142,11
"ORBIT_P",7,0.5,-0.000661635361788407,0.980723370429253,0.0233524638828419,11
"DPM",8,0.5,NA,0.960254372019078,0.000827129859387924,11
"ORBIT_P",8,0.5,-0.000989558172103283,0.985890302066773,0.0214990138067061,11
"DPM",9,0.5,NA,0.953696343402226,0.00104079933388843,11
"ORBIT_P",9,0.5,-0.00043959917948305,0.981717011128776,0.0227497527200791,11
"DPM",10,0.5,NA,0.96164546899841,0.00103220478943022,11
"ORBIT_P",10,0.5,6.61073933900582e-06,0.986685214626391,0.023598820058997,11
"DPM",11,0.5,NA,0.96422893481717,0,11
"ORBIT_P",11,0.5,-3.3432676028445e-05,0.988473767885533,0.022213485354826,11
"DPM",12,0.5,NA,0.961049284578696,0,11
"ORBIT_P",12,0.5,-0.000740933909628158,0.988076311605723,0.0243328100470958,11
"DPM",13,0.5,NA,0.968402225755167,0,11
"ORBIT_P",13,0.5,-0.000838848605974171,0.990659777424483,0.0250342264815177,11
"DPM",14,0.5,NA,0.97197933227345,0,11
"ORBIT_P",14,0.5,-0.000762919104499992,0.990262321144674,0.0271378367825068,11
"DPM",15,0.5,NA,0.963434022257552,0,11
"ORBIT_P",15,0.5,6.86008792173699e-05,0.988275039745628,0.0229862475442043,11
"DPM",16,0.5,NA,0.975158982511924,0,11
"ORBIT_P",16,0.5,0.000570953184637045,0.993441971383148,0.0226783968719453,11
"DPM",17,0.5,NA,0.970786963434022,0,11
"ORBIT_P",17,0.5,0.000301205966775824,0.993640699523052,0.0234375,11
"DPM",18,0.5,NA,0.975556438791733,0,11
"ORBIT_P",18,0.5,0.000678433800093649,0.990461049284579,0.0240845897787351,11
"DPM",19,0.5,NA,0.973171701112878,0,11
"ORBIT_P",19,0.5,0.000849089314180929,0.993243243243243,0.0251609128145114,11
"DPM",20,0.5,NA,0.969992050874404,0,11
"ORBIT_P",20,0.5,0.000315571361871416,0.993640699523052,0.0238188207731355,11
"DPM",2,0.05,NA,0.751937984496124,0.0324189526184539,12
"ORBIT_P",2,0.05,0.00321589547960376,0.798449612403101,0.061503416856492,12
"DPM",3,0.05,NA,0.806201550387597,0.0071599045346062,12
"ORBIT_P",3,0.05,1.3318735523354e-05,0.868217054263566,0.0427350427350427,12
"DPM",4,0.05,NA,0.897286821705426,0.00643776824034335,12
"ORBIT_P",4,0.05,0.00197996724407489,0.937984496124031,0.0491159135559921,12
"DPM",5,0.05,NA,0.866279069767442,0.00886917960088692,12
"ORBIT_P",5,0.05,-0.000114236473354655,0.922480620155039,0.0441767068273092,12
"DPM",6,0.05,NA,0.903100775193798,0.00214132762312634,12
"ORBIT_P",6,0.05,0.00152169468406118,0.939922480620155,0.041501976284585,12
"DPM",7,0.05,NA,0.914728682170543,0.00211416490486258,12
"ORBIT_P",7,0.05,0.00297293727296949,0.959302325581395,0.0350877192982456,12
"DPM",8,0.05,NA,0.930232558139535,0,12
"ORBIT_P",8,0.05,0.00252526619761737,0.961240310077519,0.0350194552529183,12
"DPM",9,0.05,NA,0.941860465116279,0.00205338809034908,12
"ORBIT_P",9,0.05,0.00114360579920135,0.982558139534884,0.0361216730038023,12
"DPM",10,0.05,NA,0.922480620155039,0,12
"ORBIT_P",10,0.05,0.000312083352531582,0.965116279069767,0.0423076923076923,12
"DPM",11,0.05,NA,0.926356589147287,0,12
"ORBIT_P",11,0.05,0.000491119696869665,0.959302325581395,0.0388349514563107,12
"DPM",12,0.05,NA,0.959302325581395,0,12
"ORBIT_P",12,0.05,0.00121587418502266,0.988372093023256,0.0502793296089385,12
"DPM",13,0.05,NA,0.953488372093023,0,12
"ORBIT_P",13,0.05,0.00125873519527459,0.976744186046512,0.0508474576271186,12
"DPM",14,0.05,NA,0.937984496124031,0,12
"ORBIT_P",14,0.05,0.00152781448745563,0.988372093023256,0.0467289719626168,12
"DPM",15,0.05,NA,0.951550387596899,0,12
"ORBIT_P",15,0.05,0.000909144638936898,0.992248062015504,0.0518518518518519,12
"DPM",16,0.05,NA,0.953488372093023,0,12
"ORBIT_P",16,0.05,0.000769217111640854,0.978682170542636,0.0507518796992481,12
"DPM",17,0.05,NA,0.943798449612403,0,12
"ORBIT_P",17,0.05,0.000459222819997689,0.982558139534884,0.050561797752809,12
"DPM",18,0.05,NA,0.951550387596899,0,12
"ORBIT_P",18,0.05,0.00071468500027989,0.98062015503876,0.050656660412758,12
"DPM",19,0.05,NA,0.959302325581395,0,12
"ORBIT_P",19,0.05,0.000231429734160843,0.986434108527132,0.0503731343283582,12
"DPM",20,0.05,NA,0.949612403100775,0,12
"ORBIT_P",20,0.05,-0.000201472700755106,0.98062015503876,0.0488721804511278,12
"DPM",2,0.1,NA,0.75440313111546,0.0289672544080605,12
"ORBIT_P",2,0.1,0.0101844668586719,0.801369863013699,0.0398593200468933,12
"DPM",3,0.1,NA,0.863013698630137,0.0078740157480315,12
"ORBIT_P",3,0.1,-2.85922051346542e-05,0.906066536203523,0.0463439752832132,12
"DPM",4,0.1,NA,0.903131115459883,0.00431499460625674,12
"ORBIT_P",4,0.1,-0.00261823801451173,0.942270058708415,0.045589692765114,12
"DPM",5,0.1,NA,0.896281800391389,0.00326441784548422,12
"ORBIT_P",5,0.1,-0.00200453919712925,0.942270058708415,0.037962037962038,12
"DPM",6,0.1,NA,0.898238747553816,0.00433839479392625,12
"ORBIT_P",6,0.1,-0.00137541084680352,0.944227005870842,0.0464426877470356,12
"DPM",7,0.1,NA,0.937377690802348,0.00104275286757039,12
"ORBIT_P",7,0.1,-0.000273296932213734,0.967710371819961,0.042594385285576,12
"DPM",8,0.1,NA,0.935420743639922,0.00104493207941484,12
"ORBIT_P",8,0.1,-0.00035206648258412,0.973581213307241,0.0441882804995197,12
"DPM",9,0.1,NA,0.944227005870842,0,12
"ORBIT_P",9,0.1,-0.00120321664996476,0.977495107632094,0.0421860019175455,12
"DPM",10,0.1,NA,0.946183953033268,0,12
"ORBIT_P",10,0.1,-0.00164880786896964,0.971624266144814,0.0415057915057915,12
"DPM",11,0.1,NA,0.944227005870842,0,12
"ORBIT_P",11,0.1,-0.0012075064964101,0.976516634050881,0.0394610202117421,12
"DPM",12,0.1,NA,0.946183953033268,0,12
"ORBIT_P",12,0.1,-0.00241001247537869,0.972602739726027,0.0349514563106796,12
"DPM",13,0.1,NA,0.951076320939335,0,12
"ORBIT_P",13,0.1,-0.00216186504879095,0.984344422700587,0.0363984674329502,12
"DPM",14,0.1,NA,0.959882583170254,0,12
"ORBIT_P",14,0.1,-0.00166976544746888,0.980430528375734,0.0328185328185328,12
"DPM",15,0.1,NA,0.960861056751468,0,12
"ORBIT_P",15,0.1,-0.00237145532354295,0.983365949119374,0.0336538461538462,12
"DPM",16,0.1,NA,0.957925636007828,0,12
"ORBIT_P",16,0.1,-0.00197682709454557,0.992172211350294,0.0361216730038023,12
"DPM",17,0.1,NA,0.952054794520548,0,12
"ORBIT_P",17,0.1,-0.00184157073823051,0.986301369863014,0.0344827586206897,12
"DPM",18,0.1,NA,0.953033268101761,0,12
"ORBIT_P",18,0.1,-0.0016074245292172,0.986301369863014,0.0289017341040462,12
"DPM",19,0.1,NA,0.962818003913894,0,12
"ORBIT_P",19,0.1,-0.0012958191964911,0.987279843444227,0.0381315538608198,12
"DPM",20,0.1,NA,0.964774951076321,0,12
"ORBIT_P",20,0.1,-0.00121908216627528,0.986301369863014,0.04,12
"DPM",2,0.2,NA,0.793154761904762,0.0178132678132678,12
"ORBIT_P",2,0.2,-0.00798405668150561,0.834325396825397,0.0333333333333333,12
"DPM",3,0.2,NA,0.880952380952381,0.0083752093802345,12
"ORBIT_P",3,0.2,-0.0111782850937746,0.913690476190476,0.0300157977883096,12
"DPM",4,0.2,NA,0.914186507936508,0.00646900269541779,12
"ORBIT_P",4,0.2,-0.0104650419241566,0.94593253968254,0.0358948432760364,12
"DPM",5,0.2,NA,0.918154761904762,0.00537345513164965,12
"ORBIT_P",5,0.2,-0.00187470379265758,0.963293650793651,0.0433497536945813,12
"DPM",6,0.2,NA,0.927579365079365,0.00213447171824973,12
"ORBIT_P",6,0.2,0.00169672192248219,0.964781746031746,0.0395061728395062,12
"DPM",7,0.2,NA,0.940972222222222,0.00315291644771414,12
"ORBIT_P",7,0.2,0.000875199084950211,0.97172619047619,0.0439238653001464,12
"DPM",8,0.2,NA,0.941964285714286,0.00105207785376118,12
"ORBIT_P",8,0.2,0.00166825413084478,0.976190476190476,0.0418695228821811,12
"DPM",9,0.2,NA,0.954365079365079,0.00051948051948052,12
"ORBIT_P",9,0.2,0.00019021477177547,0.979166666666667,0.0426770126091174,12
"DPM",10,0.2,NA,0.950892857142857,0.000521376433785193,12
"ORBIT_P",10,0.2,-9.18934416116804e-05,0.982638888888889,0.0406779661016949,12
"DPM",11,0.2,NA,0.955853174603175,0.00103680663556247,12
"ORBIT_P",11,0.2,4.98414025231436e-07,0.981646825396825,0.0365141187925998,12
"DPM",12,0.2,NA,0.952876984126984,0.000520291363163372,12
"ORBIT_P",12,0.2,0.00111095580768911,0.982638888888889,0.0406779661016949,12
"DPM",13,0.2,NA,0.959325396825397,0,12
"ORBIT_P",13,0.2,-9.56594446572395e-05,0.985119047619048,0.0391872278664731,12
"DPM",14,0.2,NA,0.961309523809524,0,12
"ORBIT_P",14,0.2,0.000586431705755247,0.986607142857143,0.0428296438883542,12
"DPM",15,0.2,NA,0.963293650793651,0,12
"ORBIT_P",15,0.2,0.00135990577905448,0.985119047619048,0.0410429744084983,12
"DPM",16,0.2,NA,0.965277777777778,0,12
"ORBIT_P",16,0.2,0.0017062449357432,0.990079365079365,0.0445189085686932,12
"DPM",17,0.2,NA,0.966765873015873,0,12
"ORBIT_P",17,0.2,0.00148918702338638,0.992559523809524,0.0402877697841727,12
"DPM",18,0.2,NA,0.968253968253968,0,12
"ORBIT_P",18,0.2,0.00111841619040937,0.993055555555556,0.0393474088291747,12
"DPM",19,0.2,NA,0.963789682539683,0,12
"ORBIT_P",19,0.2,0.00122677540739997,0.990079365079365,0.0408457472369053,12
"DPM",20,0.2,NA,0.968253968253968,0,12
"ORBIT_P",20,0.2,0.00120623447439935,0.993551587301587,0.0370192307692308,12
"DPM",2,0.5,NA,0.857368317222332,0.0129457188280718,12
"ORBIT_P",2,0.5,-0.00497518019890475,0.89110278161373,0.0216590859865714,12
"DPM",3,0.5,NA,0.907279542316039,0.00926324859974149,12
"ORBIT_P",3,0.5,0.00759036055836442,0.94259222726376,0.0235029634171265,12
"DPM",4,0.5,NA,0.93095285066088,0.00736222128733698,12
"ORBIT_P",4,0.5,0.00377035009440851,0.958768987966068,0.0244881573665195,12
"DPM",5,0.5,NA,0.942000394555139,0.00292336604719148,12
"ORBIT_P",5,0.5,0.00118518945719768,0.972381140264352,0.0241536329439715,12
"DPM",6,0.5,NA,0.948707831919511,0.00269597677312319,12
"ORBIT_P",6,0.5,-0.00202118048249106,0.977707634641941,0.024985244934094,12
"DPM",7,0.5,NA,0.950680607614914,0.00124352331606218,12
"ORBIT_P",7,0.5,-0.00216486796310744,0.978891300059183,0.0236127508854782,12
"DPM",8,0.5,NA,0.957190767409746,0.00102944204241301,12
"ORBIT_P",8,0.5,-0.000234497831288103,0.984809627145394,0.0253807106598985,12
"DPM",9,0.5,NA,0.9652791477609,0.000204331834899877,12
"ORBIT_P",9,0.5,0.000521989213432733,0.985796014993095,0.0251658213031604,12
"DPM",10,0.5,NA,0.95995265338331,0.000205465379083624,12
"ORBIT_P",10,0.5,-0.00124215941768386,0.986387847701716,0.0236281976176528,12
"DPM",11,0.5,NA,0.963700927204577,0.000204666393778142,12
"ORBIT_P",11,0.5,-0.000442244567679405,0.987176957979878,0.0245614035087719,12
"DPM",12,0.5,NA,0.966265535608601,0,12
"ORBIT_P",12,0.5,-0.000421441411270351,0.986979680410337,0.0224697147323173,12
"DPM",13,0.5,NA,0.965081870191359,0,12
"ORBIT_P",13,0.5,-0.000109967059690357,0.989544288814362,0.0235546038543897,12
"DPM",14,0.5,NA,0.967251923456303,0,12
"ORBIT_P",14,0.5,-0.000679012453757974,0.992108897218386,0.0233054962128569,12
"DPM",15,0.5,NA,0.963898204774117,0,12
"ORBIT_P",15,0.5,-6.54713546913881e-05,0.989544288814362,0.0226032735775526,12
"DPM",16,0.5,NA,0.967449201025843,0,12
"ORBIT_P",16,0.5,-0.000344657927486459,0.990727954231604,0.0202887241513851,12
"DPM",17,0.5,NA,0.975932136516078,0,12
"ORBIT_P",17,0.5,-0.000154404894189085,0.992306174787927,0.0244375484871994,12
"DPM",18,0.5,NA,0.97139475241665,0,12
"ORBIT_P",18,0.5,-0.000546629415520018,0.991517064509765,0.0216079423788203,12
"DPM",19,0.5,NA,0.969027421582166,0,12
"ORBIT_P",19,0.5,-0.000470525376366019,0.992898007496548,0.0229081731702582,12
"DPM",20,0.5,NA,0.971789307555731,0,12
"ORBIT_P",20,0.5,-0.000362075475633524,0.993095285066088,0.0217644772638943,12
"DPM",2,0.05,NA,0.697530864197531,0.0258620689655172,13
"ORBIT_P",2,0.05,0.0123260406793106,0.751028806584362,0.0616966580976864,13
"DPM",3,0.05,NA,0.82716049382716,0.00985221674876847,13
"ORBIT_P",3,0.05,0.00158647244777479,0.864197530864197,0.036697247706422,13
"DPM",4,0.05,NA,0.847736625514403,0.00961538461538462,13
"ORBIT_P",4,0.05,-0.00107201047539861,0.919753086419753,0.0324675324675325,13
"DPM",5,0.05,NA,0.890946502057613,0.00688073394495413,13
"ORBIT_P",5,0.05,-0.00229787692498095,0.930041152263374,0.0403397027600849,13
"DPM",6,0.05,NA,0.89917695473251,0.00228310502283105,13
"ORBIT_P",6,0.05,-0.00335910995433694,0.94238683127572,0.0357894736842105,13
"DPM",7,0.05,NA,0.930041152263374,0,13
"ORBIT_P",7,0.05,-0.00390903063455,0.958847736625514,0.033195020746888,13
"DPM",8,0.05,NA,0.917695473251029,0,13
"ORBIT_P",8,0.05,-0.00325006551765648,0.958847736625514,0.0411522633744856,13
"DPM",9,0.05,NA,0.948559670781893,0,13
"ORBIT_P",9,0.05,-0.0021129630320409,0.979423868312757,0.0460921843687375,13
"DPM",10,0.05,NA,0.948559670781893,0,13
"ORBIT_P",10,0.05,-0.00192142274851628,0.973251028806584,0.054,13
"DPM",11,0.05,NA,0.946502057613169,0,13
"ORBIT_P",11,0.05,-0.00115185601530275,0.979423868312757,0.0403225806451613,13
"DPM",12,0.05,NA,0.948559670781893,0,13
"ORBIT_P",12,0.05,-0.00220699011555482,0.989711934156379,0.0399201596806387,13
"DPM",13,0.05,NA,0.944444444444444,0,13
"ORBIT_P",13,0.05,-0.00213424814560249,0.981481481481482,0.0363636363636364,13
"DPM",14,0.05,NA,0.938271604938272,0,13
"ORBIT_P",14,0.05,-0.00189777990689043,0.981481481481482,0.034412955465587,13
"DPM",15,0.05,NA,0.965020576131687,0,13
"ORBIT_P",15,0.05,-0.00170403515751379,0.98559670781893,0.0400801603206413,13
"DPM",16,0.05,NA,0.948559670781893,0,13
"ORBIT_P",16,0.05,-0.000987471870168711,0.979423868312757,0.051792828685259,13
"DPM",17,0.05,NA,0.97119341563786,0,13
"ORBIT_P",17,0.05,-0.000488332532086946,0.987654320987654,0.0495049504950495,13
"DPM",18,0.05,NA,0.952674897119342,0,13
"ORBIT_P",18,0.05,-0.000323842153868164,0.987654320987654,0.0419161676646707,13
"DPM",19,0.05,NA,0.962962962962963,0,13
"ORBIT_P",19,0.05,-0.000345753801542727,0.987654320987654,0.0457256461232604,13
"DPM",20,0.05,NA,0.95679012345679,0,13
"ORBIT_P",20,0.05,-8.98101261195475e-05,0.987654320987654,0.0513833992094862,13
"DPM",2,0.1,NA,0.772912423625255,0.0331210191082803,13
"ORBIT_P",2,0.1,-0.00314234053081694,0.815682281059063,0.0565371024734982,13
"DPM",3,0.1,NA,0.85030549898167,0.0118343195266272,13
"ORBIT_P",3,0.1,0.00424825791912704,0.894093686354379,0.0548977395048439,13
"DPM",4,0.1,NA,0.89918533604888,0.00897867564534231,13
"ORBIT_P",4,0.1,-0.00126979380438649,0.939918533604888,0.0455015511892451,13
"DPM",5,0.1,NA,0.921588594704684,0.00767543859649123,13
"ORBIT_P",5,0.1,-0.0017332558849113,0.956211812627291,0.0369230769230769,13
"DPM",6,0.1,NA,0.919551934826884,0.00441014332965821,13
"ORBIT_P",6,0.1,-0.00203683521121538,0.958248472505092,0.0417515274949083,13
"DPM",7,0.1,NA,0.933808553971487,0.00108932461873638,13
"ORBIT_P",7,0.1,-0.00114992551463241,0.971486761710794,0.0479041916167665,13
"DPM",8,0.1,NA,0.937881873727088,0.00216684723726977,13
"ORBIT_P",8,0.1,-0.00165838002282527,0.974541751527495,0.043,13
"DPM",9,0.1,NA,0.928716904276986,0,13
"ORBIT_P",9,0.1,-0.002266822306352,0.966395112016293,0.0414141414141414,13
"DPM",10,0.1,NA,0.953156822810591,0,13
"ORBIT_P",10,0.1,-0.000830752961532881,0.981670061099796,0.0417495029821074,13
"DPM",11,0.1,NA,0.95010183299389,0,13
"ORBIT_P",11,0.1,-0.00139453892837749,0.978615071283096,0.0418743768693918,13
"DPM",12,0.1,NA,0.953156822810591,0,13
"ORBIT_P",12,0.1,-0.00179457463601903,0.982688391038697,0.0426587301587302,13
"DPM",13,0.1,NA,0.959266802443992,0.00106044538706257,13
"ORBIT_P",13,0.1,-0.00203368115785994,0.982688391038697,0.043607532210109,13
"DPM",14,0.1,NA,0.95112016293279,0,13
"ORBIT_P",14,0.1,-0.00189302708282621,0.983706720977597,0.036889332003988,13
"DPM",15,0.1,NA,0.958248472505092,0,13
"ORBIT_P",15,0.1,-0.00160387493534469,0.985743380855397,0.0377733598409543,13
"DPM",16,0.1,NA,0.958248472505092,0,13
"ORBIT_P",16,0.1,-0.00134416060394827,0.984725050916497,0.0358923230309073,13
"DPM",17,0.1,NA,0.959266802443992,0,13
"ORBIT_P",17,0.1,-0.00146435708963093,0.990835030549898,0.0375865479723047,13
"DPM",18,0.1,NA,0.960285132382892,0,13
"ORBIT_P",18,0.1,-0.00219955906053026,0.985743380855397,0.0377733598409543,13
"DPM",19,0.1,NA,0.971486761710794,0,13
"ORBIT_P",19,0.1,-0.00172111490071379,0.995926680244399,0.0430528375733855,13
"DPM",20,0.1,NA,0.971486761710794,0,13
"ORBIT_P",20,0.1,-0.00130380432920071,0.990835030549898,0.0451422963689892,13
"DPM",2,0.2,NA,0.821285140562249,0.0232835820895522,13
"ORBIT_P",2,0.2,-0.00536260511288731,0.865461847389558,0.0363331470095025,13
"DPM",3,0.2,NA,0.873995983935743,0.0135977337110482,13
"ORBIT_P",3,0.2,-0.00139193637129059,0.91214859437751,0.0370959194488606,13
"DPM",4,0.2,NA,0.914156626506024,0.00708833151581243,13
"ORBIT_P",4,0.2,0.00765033507928963,0.945281124497992,0.0343589743589744,13
"DPM",5,0.2,NA,0.922690763052209,0.00487276664861938,13
"ORBIT_P",5,0.2,0.0056536934661521,0.955321285140562,0.0393740535083291,13
